STT,Id,Mã KH,Tên,Điện thoại,Mã Số Thuế,Nhân viên bán hàng,Khu vực,Địa chỉ,Vĩ Độ,Kinh Độ,Xã/Tỉnh mới,,,
82,156420,2AGHAIMAI,HẢI MAI,84909205513,89071006140,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"ẤP TRUNG PHÚ 3, XÃ ĐỊNH MỸ, TỈNH AN GIANG","10,35173411","105,2564971","Xã Định Mỹ,Tỉnh An Giang",,,
83,154170,2AGHAIMO,HAI MƠ,84387331199,89092000694,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ẤP AN HÒA, XÃ CÔ TÔ, TỈNH AN GIANG","10,2939666","105,0710509","Xã Cô Tô,Tỉnh An Giang",,,
84,162559,2AGHAINOM,HAI NÔM,,1601693618,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"TỔ 5, ẤP ĐÔNG PHÚ 1, XÃ VĨNH THÀNH, HUYỆN CHÂU THÀNH, TỈNH AN GIANG","10,35722895","105,2913144","Xã An Châu,Tỉnh An Giang",,,
85,153721,2AGHAIRO,HỘ KINH DOANH HAI RÕ,84768047828,8360664628,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"An Thái, Hòa Bình, Chợ Mới, An Giang","10,4139349","105,4677975","Xã Hội An,Tỉnh An Giang",,,
86,198533,2AGHANTHINH,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HÂN THỊNH,961548485,89096013373,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"Tổ 11, Ấp Vĩnh Tây, Xã Vĩnh Trạch, Huyện Thoại Sơn, Tỉnh An Giang, Việt Nam.","10,30446521","105,3488661","Xã Vĩnh Trạch,Tỉnh An Giang",,,
87,156130,2AGHIEPTHANH,HIỆP THÀNH,917952624,89079004239,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP LONG QUỚI C, PHƯỜNG LONG PHÚ, TỈNH AN GIANG","10,7537831","105,215613","Phường Long Phú,Tỉnh An Giang",,,
88,147808,2AGHIEUNHIN,HIẾU NHIN,84985323117,1601554170,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP LONG PHÚ, XÃ Ô LONG VỸ, HUYỆN CHÂU PHÚ, AN GIANG","10,56762884","105,1038454","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
89,199024,2AGHKDCHIKHANG,HỘ KINH DOANH CHÍ KHANG,9657006200,89196020985,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"Tổ 1, Ấp Vĩnh Lộc, Xã Vĩnh Gia, Tỉnh An Giang, Việt Nam",,,"Xã Vĩnh Gia,Tỉnh An Giang",,,
90,156610,2AGHKDDOANTUNG,HỘ KINH DOANH ĐOÀN TÙNG,84934032061,89091021053,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP ĐÔNG PHÚ 1, XÃ AN CHÂU, TỈNH AN GIANG","10,35793529","105,2913127","Xã An Châu,Tỉnh An Giang",,,
91,198579,2AGHKDMINHDANG,HỘ KINH DOANH MINH ĐĂNG,987020880,89090026800,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"Tổ 10, Ấp Phú Cường, Xã An Nông, Huyện Tịnh Biên, Tỉnh An Giang.","10,54261415","104,9385909","Phường Tịnh Biên,Tỉnh An Giang",,,
92,147592,2AGHKDNGOCAN,HỘ KINH DOANH NGỌC AN,84919159104,1602031832,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"Tổ 3, ấp Tân Lợi, xã Tân An, thị xã Tân Châu, tỉnh An Giang","10,8175514","105,2096795","Xã Tân An,Tỉnh An Giang",,,
93,158986,2AGHKDNGUYENHUUPHUOC,HỘ KINH DOANH THẠC SĨ NGUYỄN HỮU PHƯỚC,84947707615,1601074978-001,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"KHÓM LONG QUỚI A, PHƯỜNG LONG PHÚ, THỊ XÃ TÂN CHÂU, TỈNH AN GIANG","10,77514381","105,2096712","Phường Long Phú,Tỉnh An Giang",,,
94,162564,2AGHKDNGUYENVIETBAT,HỘ KINH DOANH NGUYỄN VIỆT BẤT,,8107997906,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"VĨNH HIỆP 1, VĨNH NHUẬN, CHÂU THÀNH, AN GIANG","10,37017653","105,2397641","Xã Vĩnh Hanh,Tỉnh An Giang",,,
95,153635,2AGHKDPHUOCDAI,HỘ KINH DOANH PHƯỚC ĐẠI,84966617117,89088011189,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"3657, TỔ 22, ẤP VĨNH QUỚI, XÃ VĨNH AN, TỈNH AN GIANG","10,43958676","105,1489039","Xã Vĩnh An,Tỉnh An Giang",,,
96,198478,2AGHKDTHANHNHAN,HỘ KINH DOANH NGUYỄN THANH NHÀN,907023807,89093005160,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"Tổ 11, Ấp Bình Tây 1, Xã Bình Thạnh Đông, Tỉnh An Giang, Việt Nam","10,59267662","105,2520681","Xã Bình Thạnh Đông,Tỉnh An Giang",,,
97,199090,2AGHKDTHANHPHONG,HỘ KINH DOANH VTNN THANH PHONG,917650994,89097001119,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 2, Ấp Bình An II, Xã An hòa, Huyện Châu Thành, Tỉnh An Giang","10,46560842","105,3448275","Xã Bình Hòa,Tỉnh An Giang",,,
98,161837,2AGHKDTHANHTAN,HỘ KINH DOANH THANH TÂN,84918185263,1600202987,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"TỔ 4, ẤP BÌNH CHÁNH 1, XÃ BÌNH MỸ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,54476854","105,2548599","Xã Bình Mỹ,Tỉnh An Giang",,,
99,197729,2AGHKDTHUANPHAT,HỘ KINH DOANH THUẬN PHÁT,965464899,87085009375,NGUYỄN TẤN THÀNH,T22 - SÔNG HẬU 4,"Tổ 9, Ấp Mẹt Lung, Xã Vĩnh Điều, Tỉnh An Giang, Việt Nam.","10,4545976","104,7453532","Xã Vĩnh Điều,Tỉnh An Giang",,,
100,196283,2AGHKDTRINHAN,HỘ KINH DOANH TRÍ NHÂN,939096431,8599939769,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"Số nhà 31, tổ 3, ấp Vĩnh Quới, Xã Lạc Quới, Huyện Tri Tôn, Tỉnh An Giang","10,52121178","104,8863111","Xã Ba Chúc,Tỉnh An Giang",,,
101,199070,2AGHKDTRUONGPHAT,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP TRƯỜNG PHÁT,939864088,91091001013,Nguyễn Văn Lâm,T22 - SÔNG HẬU 4,"Tổ 11, ấp Đầu Doi, Xã Hòn Đất, Tỉnh An Giang, Việt Nam","10,18354781","104,9497471","Xã Hòn Đất,Tỉnh An Giang",,,
102,162567,2AGHKDUTTUAN,HỘ KINH DOANH ÚT TUẤN,,1602017605,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 4, Ấp Thạnh Hưng, Bình Thạnh, Châu Thành, An Giang","10,4758732","105,348086","Xã Bình Hòa,Tỉnh An Giang",,,
103,158167,2AGHOAINGOC,HKD CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HOÀI NGỌC,84349520192,8779187099-001,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"SỐ NHÀ 463, TỔ 3, ẤP TÂN ĐÔNG, XÃ MỸ PHÚ ĐÔNG, HUYỆN THOẠI SƠN, TỈNH AN GIANG","10,30531513","105,2078945","Xã Tây Phú,Tỉnh An Giang",,,
104,158707,2AGHOAKHANH,HÒA KHÁNH,84963394999,1600801148,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ẤP TÂN BÌNH, XÃ TÀ ĐẢNH, HUYỆN TRI TÔN, TỈNH AN GIANG","10,43616285","105,1039664","Xã Cô Tô,Tỉnh An Giang",,,
105,146525,2AGHOANGHIEU,HOÀNG HIẾU,84918619811,89077030466,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"ẤP LONG THÀNH, XÃ THẠNH MỸ TÂY, TỈNH AN GIANG","10,55512937","105,0915868","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
106,161313,2AGHOANGTHIEN2,HOÀNG THIỆN 2,0919 369459,1602079288,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"TỔ 4, ẤP BÌNH ĐIỀN, XÃ BÌNH PHÚ, CHÂU PHÚ, AN GIANG","10,53281727","105,191405","Xã Châu Phú,Tỉnh An Giang",,,
107,158351,2AGHOANGTHINH,HOÀNG THỊNH,84979530858,8280058491,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ẤP TÂN TRUNG, XÃ TÀ ĐẢNH, HUYỆN TRI TÔN, TỈNH AN GIANG","10,42772917","105,0537934","Xã Cô Tô,Tỉnh An Giang",,,
108,156561,2AGHOANGVIEN,HOÀNG VIÊN,84834584966,89189024519,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"SỐ NHÀ 2454, ẤP PHƯỚC HÒA, XÃ NHƠN HỘI, TỈNH AN GIANG.","10,87692598","105,0855859","Xã Nhơn Hội,Tỉnh An Giang",,,
109,196253,2AGHONGKHA,HỒNG KHA,355918479,89079023139,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP PHÚ TRUNG, XÃ CHỢ VÀM, TỈNH AN GIANG","10,66805849","105,2580767","Xã Chợ Vàm,Tỉnh An Giang",,,
110,198296,2AGHONGLIEU,"HỘ KINH DOANH CHUYÊN BÁN PHÂN BÓN, THUỐC BẢO VỆ THỰC VẬT HỒNG LIỄU",,89070014860,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"Số 549, tổ 22, Ấp Hoà Tây A, Xã Phú Thuận, Huyện Thoại Sơn, Tỉnh An Giang.","10,32807363","105,3996581","Xã Phú Hòa,Tỉnh An Giang",,,
111,146526,2AGHONGPHUONG,TRẦN THỊ HỒNG PHƯƠNG,84918952784,89174009606,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP TÂN BÌNH, XÃ KHÁNH BÌNH, TỈNH AN GIANG","10,9548004","105,0837003","Xã Khánh Bình,Tỉnh An Giang",,,
112,146627,2AGHONGSON,HỒNG SƠN,84918515311,89058007548,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"ẤP MỸ THUẬN, XÃ VĨNH THẠNH TRUNG, TỈNH AN GIANG","10,62661561","105,2076478","Xã Vĩnh Thạnh Trung,Tỉnh An Giang",,,
113,199089,2AGHOQUOCKY,HỘ KINH DOANH HỒ QUỐC KỲ,399974516,89095000772,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"Tổ 13, ấp Long Hòa, Xã Long An, thị xã Tân Châu, Tỉnh An Giang",,,"Xã Tân An,Tỉnh An Giang",,,
114,147573,2AGHOTHANHTAM,HỒ THANH TÂM,84913622798,89080006090,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"Tân Hậu A1, Tân An,  Tân Châu, An Giang","10,7844753","105,1620908","Xã Tân An,Tỉnh An Giang",,,
115,147809,2AGHTXTHANHGIANG,HTX NÔNG NGHIỆP THẠNH GIANG,84398147125,1602077837,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"ẤP BÌNH TRUNG, THOẠI GIANG, THOẠI SƠN, AN GIANG","10,261498","105,2443058","Xã Thoại Sơn,Tỉnh An Giang",,,
116,196935,2AGHUECHIEU,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HUẾ CHIỂU,933845190,1702318275,Lê Nam Đô,T21 - SÔNG HẬU 3,"Tổ 4, Ấp Kinh 9, Xã Tân Hiệp, Tỉnh An Giang, Việt Nam","10,09385336","105,261699","Xã Tân Hiệp,Tỉnh An Giang",,,
117,156421,2AGHUNGCUONG,HÙNG CƯỜNG,84917462739,1600948373,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP BÌNH HƯNG I, XÃ BÌNH MỸ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,5171994","105,3102764","Xã Bình Mỹ,Tỉnh An Giang",,,
118,198309,2AGHUNGDAT,CÔNG TY TNHH NÔNG NGHIỆP VÀ DỊCH VỤ HƯNG ĐẠT,944990815,1702198056,Nguyễn Văn Lâm,T22 - SÔNG HẬU 4,"Tổ 8, Ấp Hòn Sóc, Xã Hòn Đất, Tỉnh An Giang, Việt Nam","10,14606755","104,897715","Xã Hòn Đất,Tỉnh An Giang",,,
119,146628,2AGHUNGPHAT,HÙNG PHÁT,84985558363,1601932672,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP PHÚ HÒA, XÃ PHÚ HỮU, HUYỆN AN PHÚ, TỈNH AN GIANG","10,88514284","105,0874265","Xã Phú Hữu,Tỉnh An Giang",,,
120,146527,2AGHUUHOANG,HỘ KINH DOANH ĐẠI LÝ VTNN HỮU HOÀNG,84909621562,89093014602,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"SỐ 124A, ẤP SƠN TÂN, XÃ ÓC EO, TỈNH AN GIANG","10,26281676","105,2008442","Xã Óc Eo,Tỉnh An Giang",,,
121,147888,2AGHUUKINH,HỮU KĨNH,84909092967,,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"ẤP MỸ THÀNH, XÃ ĐÌNH MỸ, HUYỆN THOẠI SƠN, TỈNH AN GIANG","10,32524628","105,2930825","Xã Định Mỹ,Tỉnh An Giang",,,
122,160209,2AGHUYNHHIEN,HUỲNH HIỀN,,1801012288,Cao Hoàng Võ Anh Vũ,,"ẤP LONG HÒA 1, XÃ LONG ĐIỀN B, HUYỆN CHỢ MỚI, TỈNH AN GIANG",,,"Xã Long Điền,Tỉnh An Giang",,,
123,160207,2AGHUYNHTHIKIMXUYEN,HUỲNH THỊ KIM XUYẾN,,1601930996,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Ấp Phú Hạ 2, Xã Kiến Thành, Huyện Chợ Mới, An Giang","10,51716631","105,4058029","Xã Chợ Mới,Tỉnh An Giang",,,
124,146528,2AGHUYNHTHILY,HUỲNH THỊ LÝ,84972100272,89185015841,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP HÒA THẠNH, XÃ AN CHÂU, TỈNH AN GIANG","10,41621742","105,3436334","Xã An Châu,Tỉnh An Giang",,,
125,162582,2AGHUYNHTHUTHAO,HUỲNH THU THẢO,,1600745493,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP HÒA THẠNH, XÃ HÒA BÌNH THẠNH, HUYỆN CHÂU THÀNH, TỈNH AN GIANG","10,4165796","105,3438194","Xã An Châu,Tỉnh An Giang",,,
126,158939,2AGHUYNHTRUNGDIEN,HUỲNH TRUNG ĐIỀN,84917229898,1600476579,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ẤP TÂN AN, XÃ TÂN TUYẾN, HUYỆN TRI TÔN, TỈNH AN GIANG","10,3283848","105,0731879","Xã Cô Tô,Tỉnh An Giang",,,
127,147472,2AGHUYNHTRUNGTHUC,HUỲNH TRUNG THỰC,84986001757,89084017051,Lê Phước Sang,T20 - SÔNG HẬU 2,"ẤP HƯNG THẠNH - XÃ THẠNH MỸ TÂY, TỈNH AN GIANG","10,5289715","105,1338642","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
128,146629,2AGHUYNHVANBEN,HUỲNH VĂN BỀN,84798077638,1600497875,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"ẤP AN LẠC, XÃ AN THẠNH TRUNG, HUYỆN CHỢ MỚI, AN GIANG","10,42942219","105,5067504","Xã Long Kiến,Tỉnh An Giang",,,
129,156428,2AGHUYNHVANHUNG,HUỲNH VĂN HỪNG,84382550610,89062000304,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,"ẤP TÂN ĐỊNH, XÃ NÚI CẤM, TỈNH AN GIANG","10,43664973","105,1018086","Xã Núi Cấm,Tỉnh An Giang",,,
130,156997,2AGHUYNHVANHUU,HUỲNH VĂN HỮU,84916379223,1600766415,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,MỸ PHÓ - MỸ ĐỨC - CHÂU PHÚ - AN GIANG,"10,67619235","105,1671654","Xã Mỹ Đức,Tỉnh An Giang",,,
131,162584,2AGHUYNHVANPHUONG,HUỲNH VĂN PHƯƠNG,84383449852,89087027162,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"LONG QUỚI B, PHƯỜNG LONG PHÚ, TỈNH AN GIANG","10,77693898","105,2154629","Phường Long Phú,Tỉnh An Giang",,,
132,147477,2AGHUYNHVANTEO,HUỲNH VĂN TÈO,84919087275,8567410429,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,ẤP PHÚ THUẬN - XÃ TÂY PHÚ - HUYỆN THOẠI SƠN - TỈNH AN GIANG,"10,32739672","105,1738106","Xã Tây Phú,Tỉnh An Giang",,,
133,198214,2AGHUYTOAN2,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP HUY TOÀN 2,786943656,89192001065,NGUYỄN TẤN THÀNH,T22 - SÔNG HẬU 4,"Tổ 2, Ấp kênh 9, Xã Hòa Điền, Tỉnh An Giang, Việt nam","10,3574172","104,6801834","Xã Hòa Điền,Tỉnh An Giang",,,
134,161605,2AGKHAIDUY,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP KHẢI DUY,84363250219,89192021402,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP TÂN PHÚ, XÃ TÂN AN, TỈNH AN GIANG","10,81820388","105,1916851","Xã Tân An,Tỉnh An Giang",,,
135,158911,2AGKHANGMY,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP KHANG MY,84362043847,94197008323,Nguyễn Hữu Giàu,T20 - SÔNG HẬU 2,"SỐ 52, ẤP TÂY BÌNH B, XÃ PHÚ HOÀ, TỈNH AN GIANG","10,32338556","105,3650285","Xã Phú Hòa,Tỉnh An Giang",,,
136,197981,2AGKHANHPHAT,HỘ KINH DOANH VTNN KHÁNH PHÁT,786900909,89094012708,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"404 Ấp Mỹ Trung, Xã Long Kiến, Tỉnh An Giang.","10,48263704","105,5062517","Xã Long Kiến,Tỉnh An Giang",,,
137,194899,2AGKHDTHI,HỘ KINH DOANH THI,84399278572,8439510770-001,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"TỔ 11, ẤP NINH THUẬN, XÃ AN TỨC, HUYỆN TRI TÔN, TÌNH AN GIANG","10,3930725","104,9523679","Xã Ô Lâm,Tỉnh An Giang",,,
138,197959,2AGKHOANAM,VẬT TƯ NÔNG NGHIỆP KHOA NAM,964820788,89091021040,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Số 49, Tổ 02, Đường Liên Xã, Ấp Kiến Hưng 1, Xã Kiến Thành, Huyện Chợ Mới, Tỉnh An Giang.","10,50917819","105,4283872","Xã Chợ Mới,Tỉnh An Giang",,,
139,162588,2AGKHOANGUYEN,KHOA NGUYÊN,,1602054300,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Tân Lợi, Tân Tuyến, Tri Tôn, An Giang","10,32209156","105,0422178","Xã Cô Tô,Tỉnh An Giang",,,
140,156853,2AGKHOIMINH,HỘ KINH DOANH KHỞI MINH,84327777644,8759725197-001,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"SỐ 62, TỔ 3, ẤP SƠN TÂN, XÃ VỌNG ĐÔNG, HUYỆN THOẠI SƠN, AN GIANG.","10,26264854","105,2068318","Xã Óc Eo,Tỉnh An Giang",,,
141,153723,2AGKIENTHIHANH,KIẾN THỊ HẠNH,84978550999,1600785658,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP MỸ TRUNG, XÃ MỸ PHÚ, HUYỆN CHÂU PHÚ, TỈNH AN GIANG","10,63494089","105,2032828","Xã Vĩnh Thạnh Trung,Tỉnh An Giang",,,
142,146529,2AGKIEUTHAO,KIỀU THẢO,84968374009,89078010202,Phạm Thái Bảo,T20 - SÔNG HẬU 2,ẤP VĨNH THUẬN - XÃ VĨNH HANH - TỈNH AN GIANG,"10,4041799","105,2240593","Xã Vĩnh Hanh,Tỉnh An Giang",,,
143,154172,2AGKIEUTHUYDUNG,KIỀU THÙY DUNG,84782999991,89091002045,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"ẤP AN BÌNH, XÃ BA CHÚC, TỈNH AN GIANG","10,4828165","104,9033959","Xã Ba Chúc,Tỉnh An Giang",,,
144,196286,2AGKIEUTIEN,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP KIỀU TIÊN,335627420,89300019153,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP HIỆP THUẬN, XÃ BÌNH THẠNH ĐÔNG, TỈNH AN GIANG","10,59149069","105,2790644","Xã Bình Thạnh Đông,Tỉnh An Giang",,,
145,196627,2AGKIEUTRANG,CÔNG TY TNHH MỘT THÀNH VIÊN ÔN THỊ KIỀU TRANG,944841848,1602199803,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"Số 388, tổ 8, Ấp Vĩnh Hiệp, Xã Vĩnh Gia, Huyện Tri Tôn, Tỉnh An Giang, Việt Nam","10,50628934","104,791793","Xã Vĩnh Gia,Tỉnh An Giang",,,
146,146630,2AGKIEUTRINH,KIỀU TRINH,84909520445,89185018638,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"ẤP TÂN THÀNH, XÃ AN CHÂU, TỈNH AN GIANG","10,35804855","105,3179524","Xã An Châu,Tỉnh An Giang",,,
147,197109,2AGKIMNGAN,HỘ KINH DOANH KIM NGÂN (TÈO),384682133,89306010719,Trát Trọng Bửu,T20 - SÔNG HẬU 2,"Số Nhà 314 tổ 11 Ấp Thạnh Hoà, Xã Thạnh Mỹ Tây, Tỉnh An Giang, Việt Nam.","10,56434403","105,1769714","Xã Thạnh Mỹ Tây,Tỉnh An Giang",,,
148,147551,2AGLAMNGOCNHO,LÂM NGỌC NHỚ,84943609366,89079019967,Lê Phước Sang,T20 - SÔNG HẬU 2,"TỔ 2, ẤP BÌNH TÂN - XÃ BÌNH MỸ, TỈNH AN GIANG","10,5552495","105,2731796","Xã Bình Mỹ,Tỉnh An Giang",,,
149,146631,2AGLEHAI,LÊ HẢI,84858122599,1600926757,Nguyễn Duy Khánh (sh1),T19 - SÔNG HẬU 1,"ẤP GIỒNG TRÀ DÊN, XÃ TÂN THẠNH, TX TÂN CHÂU, TỈNH AN GIANG","10,8313794","105,1856879","Xã Tân An,Tỉnh An Giang",,,
150,196723,2AGLEHOANG,HỘ KINH DOANH CỬA HÀNG VẬT TƯ NÔNG NGHIỆP LÊ HOÀNG,399960542,89093020238,Phạm Thái Bảo,T20 - SÔNG HẬU 2,"Tổ 13, Ấp Vĩnh Phú, Xã Vĩnh An, Huyện Châu Thành, Tỉnh An Giang, Việt Nam","10,41922203","105,142581","Xã Vĩnh An,Tỉnh An Giang",,,
151,154470,2AGLEHONG,LỆ HỒNG,84905355522,92181014641,Nguyễn Văn Hửu,T20 - SÔNG HẬU 2,"ẤP TÂN MỸ, XÃ TÂN PHÚ, TỈNH AN GIANG","10,28472427","105,2048222","Xã Vĩnh An,Tỉnh An Giang",,,
152,195906,2AGLEHONGSANG,HỘ KINH DOANH LÊ HỒNG SANG,84909950737,89078007120,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"TÔ THỦY, TRI TÔN, AN GIANG","10,40152452","105,0262828","Xã Tri Tôn,Tỉnh An Giang",,,
153,153724,2AGLEKIMHOA,LÊ KIM HOA,84917288887,1601408275,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP HÀ BAO 1 , XÃ ĐA PHƯỚC, HUYỆN AN PHÚ, TỈNH AN GIANG","10,77543764","105,1064844","Xã Vĩnh Hậu,Tỉnh An Giang",,,
154,146635,2AGLEPHUOCTHANH,LÊ PHƯỚC THÀNH,84948779779,89086018161,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP PHÚ ĐỨC A, XÃ CHỢ VÀM, TỈNH AN GIANG.","10,7161051","105,2916912","Xã Chợ Vàm,Tỉnh An Giang",,,
155,146636,2AGLEQUOCTHAI,LÊ QUỐC THÁI,84393055006,89077020033,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"ẤP TÂN LƠỊ, XÃ CÔ TÔ, TỈNH AN GIANG","10,32778883","105,0718972","Xã Cô Tô,Tỉnh An Giang",,,
156,153726,2AGLETHIHONGPHUONG,LÊ THỊ HỒNG PHƯỢNG,84913309050,1600786605,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"ẤP LONG THÀNH, XÃ LONG ĐIỀN B, HUYỆN CHỢ MỚI, AN GIANG","10,4977298","105,4512356","Xã Long Điền,Tỉnh An Giang",,,
157,161606,2AGLETRUONGTHINH,HỘ KINH DOANH LÊ TRƯỜNG THỊNH,84969574321,8869263900-001,Phạm Thanh Trương,T20 - SÔNG HẬU 2,"SỐ 76, TỔ 3, ẤP VĨNH PHÚ, XÃ LẠC QUỚI, HUYỆN TRI TÔN, TỈNH AN GIANG","10,52943739","104,8951402","Xã Ba Chúc,Tỉnh An Giang",,,
158,147607,2AGLEVANDEP,LÊ VĂN ĐẸP,84976420024,1601876844,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Mỹ Thạnh, Mỹ Hội Đông, Chợ Mới, An Giang","10,5013061","105,3514036","Xã Nhơn Mỹ,Tỉnh An Giang",,,
159,198543,2AGLEVANGIAU,HỘ KINH DOANH LÊ VĂN GIÀU,969070530,89088019212,Lê Văn Nghiệp,T20 - SÔNG HẬU 2,"Ấp Phước Lộc, Xã Ô Lâm, Huyện Tri Tôn, Tỉnh An Giang, Việt Nam.","10,41265146","104,9949209","Xã Ô Lâm,Tỉnh An Giang",,,
160,156980,2AGLEVANSANG,LÊ VĂN SANG,84986541560,1601159808,TRẦN VĂN NHỊN,T19 - SÔNG HẬU 1,"ẤP PHÚ QUÍ, XÃ PHÚ AN, HUYỆN PHÚ TÂN, TỈNH AN GIANG","10,65329202","105,3361869","Xã Phú An,Tỉnh An Giang",,,
161,158265,2AGLEVANTHANH,LÊ VĂN THANH,84983900060,1601403460,Đinh Nguyễn Quốc Triều,T19 - SÔNG HẬU 1,ẤP XUÂN HÒA - TT TỊNH BIÊN - HUYỆN TINH BIÊN - TỈNH AN GIANG,"10,60555499","104,9441399","Phường Tịnh Biên,Tỉnh An Giang",,,
162,146638,2AGLEVANYEN,LÊ VĂN YẾN,84918993683,89064022624,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP VĨNH LỊCH, XÃ VĨNH HẬU, TỈNH AN GIANG","10,78523826","105,1319031","Xã Vĩnh Hậu,Tỉnh An Giang",,,
163,161594,2AGLIEN,LIÊN,84949810627,1601844183,Nguyễn Vũ Linh,T19 - SÔNG HẬU 1,"ẤP PHÚ HÒA, XÃ PHÚ HỮU, HUYỆN AN PHÚ, TỈNH AN GIANG","10,8840448","105,0884421","Xã Phú Hữu,Tỉnh An Giang",,,
164,156444,2AGLIENVIET,LIÊN VIỆT,84939333329,1401718329,Cao Hoàng Võ Anh Vũ,T19 - SÔNG HẬU 1,"Tổ 14, Ấp An Phú, Xã An Thạnh Trung, Huyện Chợ Mới, Tỉnh An Giang","10,4508621","105,4895959","Xã Long Kiến,Tỉnh An Giang",,,
